MPIN_Daily_report,,,,,,,,,,,,,,,,,
MPIN,2,'2021/12/29,'2022/01/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB A SFC-040DA2-BW FINISHED BORE 14mm,1000,INR,96.75,88.55,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-040DA2-BW FINISHED BORE 19MM,1000,INR,96.75,101.01,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-040DA2-BW FINISHED BORE 16mm,1000,INR,96.75,101.01,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB A SFC-050DA2-BW PILOT BORE DIA 6 (JINDAL),500,INR,133.5,149.49,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-050DA2-BW PILOT BORE DIA 17 (JINDAL),300,INR,133.5,119.01,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/25,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,SFF-120DS-40K-50K-600N,5,INR,15903,9463,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/25,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,SFF-140DS-50K-75K-1000N,2,INR,19978,12337,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,ALLENGERS MEDICAL SYSTEMS LIMITED,14 - Medical instrument,,546-23-34-NF 24V40 DIN,30,INR,44752,38000,1501,MMB,OUT,,
MPIN,2,'2021/12/29,'2021/11/30,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,TT-2X-01-20H-18H-10NM,5,INR,13849.36,10837.6,3105,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/11,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,TT-2X-01-20H-18H-10NM,10,INR,13849.36,10837.6,3105,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/10/30,OUT,HELIX OIL AND GAS EQUIPMENT TRADING LLC,80 - Trading Company,,ALS-080-B-EL-P (40),10,INR,9,396,2202,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/03/15,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-060DA2-20B-24B-A,900,INR,2090,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/03/15,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-060DA2-20B-35B-B,500,INR,2090,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/03/15,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-050DA2-20B-16BC-C,60,INR,2050,1288.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/03/15,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-090DA2-28B-35B,72,INR,4115,2849.16,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/03/15,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-060DA2-28B-35B-C,60,INR,2090,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/03/15,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-090DA2-30B-35B,30,INR,4400,2849.16,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/31,OUT,SHREE MARKETING,80 - Trading Company,,SFM-100SS-38KK-55KK-G2.5/20000,1,INR,20475,14333,2302,MPJP,IN,,10 - Machine tool
MPIN,2,'2021/12/29,'2022/01/10,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,101-20-15G- 24V R40JIS A40JIS,2,INR,34842,24246.9,1301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/10,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,111-20-11G 24V 50JIS,2,INR,26272,13746.54,1301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/10,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,CS-25-A-17,2,INR,110725,73097,1301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/20,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFF-090SS-24B-42B-250N,1,INR,10003,5952,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/15,OUT,ELECTUS SYSTEMS,80 - Trading Company,,SFF-080DS-30K-32K-200N,2,INR,11952,7530,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/04,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFF-080DS-25BK-35BS-200N,2,INR,11640,7530,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/07,OUT,SHIBAM HYDRAULICS & PNEUMATICS,13 - Factory Automation,,112-05-12 24V 10 DIN,9,INR,4562,2409.9,1201,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/12/03,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFF-090DS-32BJ-35BK-300N,1,INR,13096,8946,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/12/03,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFF-080DS-25BK-32BK-200N,1,INR,11640,7744,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/14,OUT,SDPC International General Tra. LLC,9900-Unknown,,102-04-13 24V 10DIN,40,INR,38,1958,1101,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/12/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFS-05S-12H-16H,2,INR,6739,4246,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/29,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,SFF-120DS-40K-50K-600N,2,INR,15903,9463,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,PSL-K-30,19,INR,1852,1290,2602,MPTJ,OUT,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,ALS-055-R-19B-22B,5,INR,1540,876,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,PSL-K-8,3,INR,842,866.4,2602,MPTJ,OUT,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,ALS-080-R-32B-32B,4,INR,3855,2189,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,ALS-040-R-15B-19B,1,INR,904,555,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/11/12,OUT,PHEONIX ENGINEERING,80 - Trading Company,,PSL-G-40,8,INR,1538,937,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/11/15,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,PSL-G-55,1,INR,2010,1213,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/13,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-050SA2-18BJ-24B,100,INR,2940,2394,2301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/13,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFS-08S-22M-16C,100,INR,5424,4898.1,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/11/19,OUT,SHREE MARKETING,80 - Trading Company,,ALS-095-R-25B-32B,7,INR,5780,5328,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/11/15,OUT,GOLDEN BEARING COMPANY,80 - Trading Company,,SFS-06S-Pilot Bore,2,INR,3596,2158,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,SHREE MARKETING,80 - Trading Company,,TT-3-01-25H-25H-40NM,2,INR,14258,9980.4,3105,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/19/24/L78/A,1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/24/R/24/24/L78/A (49940600904),1,INR,7307,5853.52,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/18,OUT,Gleason Works (India) Private Limited,10 - Machine tool,,HW6/28/R/25/25/L90/S,1,INR,10082,7578.77,9909,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/17,OUT,TATA ADVANCED SYSTEMS LIMITED,10 - Machine tool,,SFH-170S (Pilot Bore),25,INR,30192,14951,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/20,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-055SA2-22B-22B,4,INR,5254,2370,2301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/20,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,101-20-13G-24V-55DIN,3,INR,39977,27983.7,1301,MPJP,IN,,19 - Packaging machinery
MPIN,2,'2021/12/29,'2021/11/20,OUT,HMT MACHINE TOOLS LIMITED-AJMER,10 - Machine tool,,SFC-050DA2-14B-15B-A,1,INR,2702,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/11/20,OUT,HMT MACHINE TOOLS LIMITED-AJMER,10 - Machine tool,,SFC-080DA2-25B-35B,1,INR,5212,1819.65,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/11/20,OUT,HMT MACHINE TOOLS LIMITED-AJMER,10 - Machine tool,,SFC-050DA2-10B-14B-A,1,INR,2702,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/16,OUT,VENTURE AUTOMATION,80 - Trading Company,,CSZ-05-35,1,INR,10262,7304.8,1301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFF-080DS-25BK-32BK-200N,1,INR,11640,7744,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/12/31,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFF-080DS-25BK-38BK-200N,1,INR,11640,7383.6,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/11/20,OUT,PREKSHA PRECISION,80 - Trading Company,,PSL-K-35,18,INR,1774,1505,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/30,OUT,SRI DURGA SALES CORPORATION,80 - Trading Company,,SFC-005DA2-3B-6B,1,INR,2123,1969,2301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFF-080DS-32B-35B-200N,23,INR,10020.6,7384,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFF-080DS-30B-32B-200N,10,INR,10020.6,8822,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/11/30,OUT,SHREE MARKETING,80 - Trading Company,,ALS-095-R-32B-50B,2,INR,5780,5328,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/06/30,OUT,Universal Tube & Plastic Industries Ltd.,13 - Factory Automation,,126-16-4B-3.7KW-IE3-380/50,2,INR,245400,152826,1302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/06/30,OUT,Universal Tube & Plastic Industries Ltd.,13 - Factory Automation,,126-16-4B-2.2KW-IE3-380/50,2,INR,238650,130680,1302,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/12/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,PSL-G-55,2,INR,2010,1213,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,PSL-G-40,1,INR,1538,937,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/31,OUT,BRIGHT INDIA ENTERPRISES,13 - Factory Automation,,SFC-050SA2-10B-14BH,1,INR,5172,2447,2301,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/31,OUT,BRIGHT INDIA ENTERPRISES,13 - Factory Automation,,SFC-050SA2-14B-14BH,1,INR,5172,2447,2301,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/11/30,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,SFC-055SA2-15B-19B,1,INR,3952,2370,2301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/11/29,OUT,REFLEX TECHNOLOGIES PVT LTD,13 - Factory Automation,,ALS-040-R-CLAMP TYPE,1,INR,904,500,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/03/05,OUT,PsamirCo Trading Pvt Ltd,80 - Trading Company,,MM-16K T82,2,INR,10902,8123.6,2502,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/04,OUT,PHEONIX ENGINEERING,80 - Trading Company,,PSL-G-55,35,INR,1802,1213,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/08,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-040DA2-8B-8B-A,2,INR,1692,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/02/03,OUT,NLMK INDIA SERVICE CENTER PVT LTD,90 - Other machinery,,MM-35K-Pilot bore,2,INR,31792,12809,2502,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/02/03,OUT,NLMK INDIA SERVICE CENTER PVT LTD,90 - Other machinery,,MM-20K (Pilot bore),4,INR,10472,4449.24,1503,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/12/31,OUT,GLOBAL AUTOMATION SYSTEM,19 - Packaging machinery,,SFS-12W-40H-45H,1,INR,22400,12643,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,PSL-K-30,3,INR,1852,1290,2602,MPTJ,OUT,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,ALS-055-R-19B-22B,5,INR,1540,876,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,ALS-040-R-15B-15B,1,INR,904,555,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/15,OUT,IMA-PG INDIA PRIVATE LIMITED,19 - Packaging machinery,,ALS-040-R-15B-19B,3,INR,904,555,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/25,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB SFC-035DA2-BW PILOT BORE DIA 4 (JINDAL),2000,INR,84.75,77.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB A SFC-030DA2-BW PILOT BORE DIA 4 (JINDAL),3000,INR,61.5,53.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-030DA2-BW PILOT BORE DIA 8 (JINDAL),3000,INR,61.5,63.92,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB A SFC-040DA2-BW PILOT BORE DIA 6 (JINDAL),3000,INR,86.25,78.55,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-040DA2-BW PILOT BORE DIA 13(JINDAL),2000,INR,86.25,90.75,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB A SFC-050DA2-BW PILOT BORE DIA 6 (JINDAL),3000,INR,133.5,149.49,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-050DA2-BW PILOT BORE DIA 17 (JINDAL),3000,INR,133.5,119.01,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB SFC-035DA2-BW PILOT BORE DIA 4 (JINDAL),2000,INR,84.75,77.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/17,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-020DA2-PILOT BORE DIA 3 (JINDAL),2000,INR,47.25,42.8,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-020DA2-PILOT BORE DIA 3 (JINDAL),3000,INR,47.25,42.8,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/03/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB SFC-035DA2-BW PILOT BORE DIA 4 (JINDAL),1000,INR,84.75,77.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,IN,MIKI PULLEY (TIANJIN) CO. LTD.,98 - Miki Group Company,,CLAMPING HUB SFC-020DA2-BW FINISHED BORE 7mm,1000,INR,60.75,55.8,2301,MPIN,OUT,,
