ÙþßöÛã?,?ïÃID,?ÝÂ,Ò´êÅìí,ÍÓËÔýñØÐÒ¡Ñ¢,?ß¾?èâ?ÝÂ,ÍÓËÔÕÔ?,ÍÓËÔåöðú«³?«É,ù¡Ûã,ù¡Ù£,?Õá,÷×ü§«³?«É,????,ê«?£¨??£©,ð²ù¡ñéÝÂ×¾«³?«É,ÞÂìýà»Ù£?,ÞÂìýà»?èâ?ÝÂ,«æ?«¶Ù£?,«æ?«¶åöðú«³?«É
,,,,,,x,«³?«É,Product No.,Description,Qty,,,Sales cost,Group code,Supplier,,,
,MPKR,3,20220106,20220106,OUT,DKM,0100,125132900,BRAKE: BXW-04-10M-10-90V-10,300,KRW,25000,1806,01201,OUT,,,
,MPKR,3,20220106,20220106,OUT,DKM,0100,121586200,POWER SUPPLY: BEM-2T 360L,300,KRW,2500,280,01901,OUT,,,
,MPKR,3,20220106,20220106,OUT,HOSUNG BEARING,8000,104345000,COUPLING: CF-A-030-O1-1360,40,KRW,138000,4418,02101,IN,,,
,MPKR,3,20220106,20220106,OUT,HOSUNG BEARING,8000,104345000,COUPLING: CF-A-030-O1-1360,20,KRW,138000,4418,02101,IN,,,
,MPKR,3,20220106,20220106,OUT,JUNGWOO ELECT,0100,,BRAKE: BXL-08-10J-02 099V-13,70,KRW,60000,,09209,OUT,,,
,MPKR,3,20220106,20220106,OUT,KUD,0700,121508800,BRAKE: BXW-01-10H-24V-6,2,KRW,28500,1823,01201,OUT,,,
,MPKR,3,20220106,20220106,OUT,HYUNDAI WIA,1000,128296900,COUPLING: SFF-070SS-T062N,3,KRW,0,5627,02302,IN,,,
,MPKR,1,20220106,20220106,OUT,JUNGWOO ELECT,0100,,BRAKE: BXL-08-10J-02 099V-13,70,KRW,60000,,09209,OUT,,,
,MPKR,1,20220106,20220203,OUT,DK MEDICAL,1400,103532400,CLUTCH: 546-13-34-NF 24V 15DIN,5,KRW,527000,27249,01501,IN,,,
,MPKR,1,20220106,20220106,OUT,HOSUNG BEARING,8000,104345000,COUPLING: CF-A-030-O1-1360,20,KRW,138000,4418,02101,IN,,,
,MPKR,1,20220106,20220106,OUT,DKM,0100,125132900,BRAKE: BXW-04-10M-10-90V-10,300,KRW,25000,1806,01201,OUT,,,
,MPKR,1,20220106,20220106,OUT,DKM,0100,121586200,POWER SUPPLY: BEM-2T 360L,300,KRW,2500,280,01901,OUT,,,
,MPKR,1,20220106,20220127,OUT,WONYEONG FA,8000,104250400,COUPLING: CF-A-004-O0-1360,10,KRW,29000,670,02101,IN,,,
,MPKR,1,20220106,20220122,OUT,KEUMA,8000,122865000,COUPLING: ALS-040-R-19B-19B,2,KRW,61000,1632,02202,IN,,,
,MPKR,2,20220106,20220201,OUT,HANSUNG TNI,0400,126921800,COUPLING: CF-A-025-O1-T46,30,KRW,105000,3952,02101,IN,,,
,MPKR,2,20220106,20220201,OUT,HANSUNG TNI,0400,126921800,COUPLING: CF-A-025-O1-T46,50,KRW,105000,3952,02101,IN,,,
,MPKR,2,20220106,20211229,OUT,PUNGSAN,1500,,monninghoff toothclutch 546.32.6.7/313.98.1.0,2,KRW,14600000,,01501,OUT,,,
,MPKR,2,20220106,20211224,OUT,SHINIL MARINE,1200,128875200,BRAKE: BXR-02-10LE-A-17,15,KRW,100000,2620,01201,IN,,,
,MPKR,2,20220106,20220113,OUT,SHINIL MARINE,1200,128743800,BRAKE: BXR-015-10LE-006,5,KRW,110000,4383,01201,IN,,,
,MPKR,2,20220106,20211217,OUT,S TECH,2100,122648200,CB UNIT: 121-08-10G,11,KRW,395000,15623,01302,IN,,,
,MPKR,2,20220106,20211217,OUT,S TECH,2100,122648500,CB UNIT: 121-16-10G,12,KRW,975000,40230,01302,IN,,,
,MPKR,2,20220106,20211224,OUT,HOSUNG BEARING,8000,104345000,COUPLING: CF-A-030-O1-1360,60,KRW,138000,4418,02101,IN,,,
,MPKR,2,20220106,20211210,OUT,LS MECAPION,0100,,BRAKE: BXW-03-10-162,3,KRW,0,,01201,OUT,,,
,MPKR,2,20220106,20211224,OUT,HYEIN,0400,104398600,COUPLING: CF-A-090-O1-1360,4,KRW,265000,8271,02101,IN,,,
,MPKR,2,20220106,20220115,OUT,LS MECAPION,0100,128327400,BRAKE: BXR-16-10-A-23,50,KRW,273500,18093,01401,IN,,,
,MPKR,2,20220106,20211210,OUT,SANGDO INT,8000,104433000,COUPLING: CF-A-080-SC-1360,2,KRW,250000,5980,02101,IN,,,
,MPKR,2,20220106,20211210,OUT,SANGDO INT,8000,104367100,COUPLING: CF-A-050-SC-1360,5,KRW,161000,4662,02101,IN,,,
,MPKR,2,20220106,20211210,OUT,HANMI HEAVY,8000,104408500,COUPLING: CF-A-140-O0-1360,4,KRW,205000,4821,02101,IN,,,
,MPKR,2,20220106,20220121,OUT,HANMI HEAVY,8000,104424100,COUPLING: CF-A-250-O0-1360,3,KRW,565000,11524,02102,IN,,,
,MPKR,2,20220106,20211224,OUT,SFA,1100,,COUPLING: SFF-140DS-55K-55K-1000N,4,KRW,515000,,02302,IN,,,
,MPKR,2,20220106,20220211,OUT,SFA,1100,,COUPLING: SFF-140DS-55K-55K-1000N,12,KRW,515000,,02302,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,127843600,BRAKE: BXW-05-10-16,30,KRW,56500,4049,01201,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,128919400,COUPLING: SFC-060SA2-15B-19B,50,KRW,32000,2297,02301,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,121835600,COUPLING: SFC-050SA2-15B-19B,80,KRW,26100,1592,02301,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,,COUPLING: STF-019SA1-8B-8B,2,KRW,56000,2308,02701,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,127244100,COUPLING: SFC-040DA2-T144,65,KRW,38000,2555,02301,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,121817700,COUPLING: SFC-050SA2-18B-24B,345,KRW,26500,1592,02301,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,130062100,COUPLING: SFC-055SA2-16B-24B,2,KRW,38000,2103,02301,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,127587000,COUPLING: SFC-050SA2-13B-22B,5,KRW,33800,1592,02301,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,121354500,COUPLING: SFC-040DA2-12B-14B,3,KRW,35600,1802,02301,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,130062100,COUPLING: SFC-055SA2-16B-24B,3,KRW,38000,2103,02301,IN,,,
,MPKR,2,20220106,20211220,OUT,WONTECH,8000,,BRAKE: BXR-040-10LE-132-C11,1,KRW,0,,09209,IN,,,
,MPKR,2,20220106,20211119,OUT,SFA,1100,120290100,COUPLING: SFS-05W 19H-19H,16,KRW,105000,5012,02302,IN,,,
,MPKR,2,20220106,20211119,OUT,SFA,1100,104671300,COUPLING: SFS-10W 25H-40H,4,KRW,190000,9880,02302,IN,,,
,MPKR,2,20220106,20211224,OUT,SAMSUNG MECHA,1100,129345300,COUPLING: SFF-120DS-32B-40B-600N,12,KRW,284000,10119,02302,IN,,,
,MPKR,2,20220106,20211224,OUT,SAMSUNG MECHA,1100,128364200,COUPLING: SFF-120DS-55B-55B-600N,12,KRW,284000,10119,02302,IN,,,
,MPKR,2,20220106,20211224,OUT,ALCOM COR,8000,,COUPLING: SFS-08G-C-25H-35H,2,KRW,440000,,02302,IN,,,
,MPKR,2,20220106,20211210,OUT,HANWHA,1200,121437500,COUPLING: SFC-030DA2-10B-14B,1,KRW,23250,1362,02301,IN,,,
,MPKR,2,20220106,20220107,OUT,LC ELECT,1200,122289600,CLUTCH: 101-10-15G 24V R20JIS A20JIS,1,KRW,236000,6830,01301,IN,,,
,MPKR,2,20220106,20220121,OUT,ROBOT AND DESIGN,1200,127699400,COUPLING: STF-039SA1-15B-19B,54,KRW,63000,3002,02701,IN,,,
,MPKR,2,20220106,20220109,OUT,CHARM MED,1400,122300600,BRAKE: 111-16-13G 24V,20,KRW,185000,9313,01301,IN,,,
,MPKR,2,20220106,20211210,OUT,HANKUK CHAIN,8000,,COUPLING: SFS-10W 30H-40H,1,KRW,345000,,02302,IN,,,
,MPKR,2,20220106,20211210,OUT,HANKUK CHAIN,8000,,COUPLING: SFS-10W 20H-35H,1,KRW,345000,,02302,IN,,,
,MPKR,2,20220106,20211210,OUT,HANKUK CHAIN,8000,,TORQ-TENDER: TT-2X-01-18H-18H-15NM,2,KRW,230000,,03105,IN,,,
,MPKR,2,20220106,20211224,OUT,KETI,1200,,BRAKE: BXR-050-10LE-A-10,4,KRW,290000,,09209,IN,,,
,MPKR,2,20220106,20211224,OUT,HANSEO MARINE,0800,105637400,ETP-BUSH: ETP-T-50,10,KRW,370000,7735,02601,IN,,,
,MPKR,2,20220106,20211203,OUT,HANJU SEMICON,1100,104661500,COUPLING: SFS-09S-22M-25M,12,KRW,160000,7239,02302,IN,,,
,MPKR,2,20220106,20220114,OUT,HANJU SEMICON,1100,104661500,COUPLING: SFS-09S-22M-25M,8,KRW,160000,7239,02302,IN,,,
,MPKR,2,20220106,20211224,OUT,SEMES,1100,103300400,BRAKE: 112-03-13 24V,90,KRW,30000,1371,01101,IN,,,
,MPKR,2,20220106,20211210,OUT,KIRIN,8000,122033100,COUPLING: SFC-040SA2-10B-10B,2,KRW,42000,1284,02301,IN,,,
,MPKR,2,20220106,20211210,OUT,KIRIN,8000,071085200,COUPLING: AL-110,2,KRW,66000,2491,02201,IN,,,
,MPKR,2,20220106,20211210,OUT,KIRIN,8000,071081100,COUPLING: AL-075,2,KRW,18000,406,02201,IN,,,
,MPKR,2,20220106,20211210,OUT,KIRIN,8000,071079900,COUPLING: AL-050,2,KRW,9000,219,02201,IN,,,
,MPKR,2,20220106,20211210,OUT,KIRIN,8000,071328000,COUPLING: CPU-46-A-18B-19B,2,KRW,145000,3997,02901,IN,,,
,MPKR,2,20220106,20211217,OUT,SFA,1100,120290100,COUPLING: SFS-05W 19H-19H,1,KRW,105000,5012,02302,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,124060500,COUPLING: SFC-080SA2-T062,40,KRW,50000,3660,02301,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,103548700,CLUTCH: 546-23-34-NF 24V 30JIS,2,KRW,800000,52277,01501,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,103548700,CLUTCH: 546-23-34-NF 24V 30JIS,2,KRW,800000,52277,01501,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,104612000,COUPLING: SFS-08W,2,KRW,130000,4546,02302,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,105641100,ETP-BUSH: ETP-A-24-B,2,KRW,67400,2694,02601,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,122648500,CB UNIT: 121-16-10G,2,KRW,691600,40230,01302,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,104535400,COUPLING: SFS-05W,4,KRW,104800,3144,02302,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,122648200,CB UNIT: 121-08-10G,2,KRW,278800,15623,01302,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,105634000,ETP-BUSH: ETP-T-20,2,KRW,153300,4211,02601,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,105632700,ETP-BUSH: ETP-T-15,1,KRW,143300,3896,02601,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,123146600,POSI-LOCK: PSL-G-45,1,KRW,43300,1474,02602,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,122296600,BRAKE: 111-16-12G 24V 40JIS,3,KRW,157400,8328,01301,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,100021400,SPEED DRIVE: P-124-MA-19,3,KRW,113900,4468,03101,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,121859000,COUPLING: SFC-050DA2-12B-14B,2,KRW,50800,2147,02301,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,121809300,COUPLING: SFC-030DA2-12B-12B,2,KRW,27100,1362,02301,IN,,,
,MPKR,2,20220106,20220114,OUT,WONTECH,8000,121734700,COUPLING: SFC-040DA2-15B-15B,4,KRW,34200,1802,02301,IN,,,
,MPKR,2,20220106,20220311,OUT,I-MARKET KOREA,8000,129345300,COUPLING: SFF-120DS-32B-40B-600N,28,KRW,284000,10119,02302,IN,,,
,MPKR,2,20220106,20220311,OUT,I-MARKET KOREA,8000,129345300,COUPLING: SFF-120DS-32B-40B-600N,28,KRW,284000,10119,02302,IN,,,
,MPKR,2,20220106,20211217,OUT,JS PACK,1900,100044000,SPEED DRIVE: AP-98-MA-14,5,KRW,150000,5790,03101,IN,,,
,MPKR,2,20220106,20211217,OUT,JS PACK,1900,100016400,SPEED DRIVE: P-98-MA-15,2,KRW,120000,3639,03101,IN,,,
,MPKR,2,20220106,20211217,OUT,JS PACK,1900,,DRIVE ADAPTER: P-98-15,3,KRW,10000,,03101,IN,,,
,MPKR,2,20220106,20221224,OUT,BALMAN,8000,,COUPLING: SFS-10W-C-32H-40H ,1,KRW,390000,,02302,IN,,,
,MPKR,2,20220106,20211225,OUT,DAERYUN ENG,9000,122646600,CB UNIT: 125-16-12G,3,KRW,1210000,37526,01302,IN,,,
,MPKR,2,20220106,20211225,OUT,DAERYUN ENG,9000,122646500,CB UNIT: 125-12-12G,3,KRW,910000,27054,01302,IN,,,
,MPKR,2,20220106,20211119,OUT,DRGEM,1400,123416400,CLUTCH: 101-08-15G 24V R15DIN A15DIN,5,KRW,145000,5070,01301,IN,,,
,MPKR,2,20220106,20211126,OUT,DRGEM,1400,123416400,CLUTCH: 101-08-15G 24V R15DIN A15DIN,60,KRW,145000,5070,01301,IN,,,
,MPKR,2,20220106,20220221,OUT,LS MECAPION,0100,125814500,BRAKE: BXW-05-10-13,200,KRW,36000,2368,01201,OUT,,,
,MPKR,2,20220106,20220413,OUT,LS MECAPION,0100,125814500,BRAKE: BXW-05-10-13,200,KRW,36000,2368,01201,OUT,,,
,MPKR,2,20220106,20230630,OUT,LS MECAPION,0100,125814500,BRAKE: BXW-05-10-13,200,KRW,36000,2368,01201,OUT,,,
,MPKR,2,20220106,20220119,OUT,LS MECAPION,0100,125814400,BRAKE: BXW-03-10-23,200,KRW,35550,2843,01201,OUT,,,
,MPKR,2,20220106,20220204,OUT,LS MECAPION,0100,125814400,BRAKE: BXW-03-10-23,200,KRW,35550,2843,01201,OUT,,,
,MPKR,2,20220106,20220220,OUT,DAEJIN MACHINE,2100,,BRAKE: BXH-16-10-A-55,2,KRW,290000,,01401,IN,,,
,MPKR,2,20220106,20220220,OUT,DAEJIN MACHINE,2100,122648200,CB UNIT: 121-08-10G,2,KRW,379000,15623,01302,IN,,,
,MPKR,2,20220106,20220220,OUT,DAEJIN MACHINE,2100,122648500,CB UNIT: 121-16-10G,2,KRW,960000,40230,01302,IN,,,
,MPKR,2,20220106,20220220,OUT,DAEJIN MACHINE,2100,105641000,ETP-BUSH: ETP-A-24,2,KRW,76350,2485,02601,IN,,,
,MPKR,2,20220106,20220220,OUT,DAEJIN MACHINE,2100,105634000,ETP-BUSH: ETP-T-20,4,KRW,205000,4211,02601,IN,,,
,MPKR,2,20220106,20220220,OUT,DAEJIN MACHINE,2100,104535400,COUPLING: SFS-05W,4,KRW,137000,3144,02302,IN,,,
,MPKR,2,20220106,20220220,OUT,DAEJIN MACHINE,2100,104612000,COUPLING: SFS-08W,2,KRW,189000,4546,02302,IN,,,
,MPKR,2,20220106,20220514,OUT,YOUWON,0400,129726100,COUPLING: CF-H-300-O1-T7,150,KRW,650000,28021,02101,IN,,,
,MPKR,2,20220106,20220327,OUT,LS MECAPION,0100,125814400,BRAKE: BXW-03-10-23,200,KRW,35550,2843,01201,OUT,,,
,MPKR,2,20220106,20220423,OUT,LS MECAPION,0100,125814400,BRAKE: BXW-03-10-23,200,KRW,35550,2843,01201,OUT,,,
,MPKR,2,20220106,20220529,OUT,LS MECAPION,0100,125814400,BRAKE: BXW-03-10-23,200,KRW,35550,2843,01201,OUT,,,
,MPKR,2,20220106,20220114,OUT,UK ROBOTICS,1200,,BRAKE: BXL-16-10N-060-24V-28D,10,KRW,156000,,09209,OUT,,,
,MPKR,2,20220106,20220114,OUT,UK ROBOTICS,1200,,BRAKE: BXL-16-10N-060-24V-28D,2,KRW,156000,,09209,OUT,,,
,MPKR,2,20220106,20220216,OUT,HWACHEON MACHINE,1000,127237000,COUPLING: SFC-055DA2-19B-20B,12,KRW,80000,2522,02301,IN,,,
,MPKR,2,20220106,20211218,OUT,JINWOO COMMERCE,8000,123432900,CLUTCH: CS-10-35G 24V R20DIN A20DIN,2,KRW,261000,7338,01301,IN,,,
,MPKR,2,20220106,20220312,OUT,PT KOREA,8000,104298100,COUPLING: CF-X-008-O0,6,KRW,48000,1354,02101,IN,,,
,MPKR,2,20220106,20211225,OUT,SFA,1100,120290100,COUPLING: SFS-05W 19H-19H,3,KRW,105000,5012,02302,IN,,,
