据点ID,区分,出货日期,客户希望纳期,销售GPR内外,英文顾客,客INC,规格型号,产品名称,数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,3,20220104,20211027,OUT,ACE,8000,,SFF-100SS-32KK-45K,30,RMB,370,,2302,MPTJ,OUT,威达重工,1010,90
MPSH,3,20220104,20211103,OUT,ACE,8000,,SFF-090SS-40K-40KK,10,RMB,341,,2302,MPTJ,OUT,宁波海天,1010,91
MPSH,3,20220104,20211103,OUT,ACE,8000,,SFF-090SS-40KK-45K,10,RMB,341,,2302,MPTJ,OUT,宁波海天,1010,92
MPSH,3,20220104,20211124,OUT,ACE,8000,,SFF-090SS-35K-40KK,25,RMB,362,,2302,MPTJ,OUT,宁波海天,1010,93
MPSH,3,20220104,20211215,OUT,ACE,8000,,SFF-100DS-38KK-42KK,16,RMB,458,,2302,MPTJ,OUT,青岛高测,1010,94
MPSH,3,20220104,20211201,OUT,ACE,8000,,ALS-065ARN-25BHA-35BHA,400,RMB,114,,2202,MPTJ,OUT,宁波海天,1010,95
MPSH,3,20220104,20211230,OUT,CHANGZHOU LEINIER,8000,,111-08-13N 24V,15,RMB,121,,1301,MPTJ,OUT,钰邦电子,1190,96
MPSH,3,20220104,20211230,OUT,CHANGZHOU LEINIER,8000,,101-08-13N 24V 15JIS,15,RMB,159,,1301,MPTJ,OUT,钰邦电子,1190,97
MPSH,3,20220104,20211230,OUT,MISUMI,8000,123024100,SFC-100SA2-35B-35B,1,RMB,365.81,,2301,MPTJ,OUT,米思米,8020,98
MPSH,3,20220104,20211208,OUT,ACE,8000,122740600,ALS-040-R,2,RMB,52,,2202,MPJP,IN,,,99
MPSH,3,20220104,20211215,OUT,ACE,8000,,ALS-065ARN-24BHA-25BHA,200,RMB,114,,2202,MPTJ,OUT,宁波海天,1010,100
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-020ARN-6BHA-8BHA,400,RMB,32,,2202,MPTJ,OUT,苏州迈为,1190,101
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-030ARN-10BHA-14BHA,200,RMB,42,,2202,MPTJ,OUT,苏州迈为,1190,102
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-040ARN-10BHA-19BHA,150,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,103
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-040ARN-14BHA-15BHA,50,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,104
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-040ARN-15BHA-16BHA,50,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,105
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,SFC-060SA2-20B-35B,1,RMB,135,,2301,MPTJ,OUT,昆山杰士德,1190,106
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-020ARN-6BHA-8BHA,150,RMB,32,,2202,MPTJ,OUT,苏州迈为,1190,107
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-030ARN-10BHA-14BHA,100,RMB,42,,2202,MPTJ,OUT,苏州迈为,1190,108
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-030ARN-12BHA-14BHA,300,RMB,42,,2202,MPTJ,OUT,苏州迈为,1190,109
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-040ARN-10BHA-19BHA,50,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,110
MPSH,3,20220104,20211229,OUT,ACE,8000,,SRG-060AS-32K-35KS,9,RMB,159,,2303,MPTJ,OUT,宁波海天,1010,111
MPSH,3,20220104,20211229,OUT,ACE,8000,122299400,111-08-13G 24V,5,RMB,165,,1301,MPTJ,OUT,,,112
MPSH,3,20220104,20211229,OUT,ACE,8000,123145700,PSL-G-24,28,RMB,74,,2602,MPTJ,OUT,青岛高测,1010,113
MPSH,3,20220104,20211229,OUT,ACE,8000,,SFC-050SA2-18B-22K,112,RMB,133,,2301,MPTJ,OUT,青岛高测,1010,114
MPSH,3,20220104,20211229,OUT,ACE,8000,,SFC-050SA2-15B-19K,56,RMB,133,,2301,MPTJ,OUT,青岛高测,1010,115
MPSH,3,20220104,20211229,OUT,ACE,8000,121733000,SFC-060DA2-20B-25B,10,RMB,238,,2301,MPTJ,OUT,青岛高测,1010,116
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-105ABN-48BHA-55BHA,2,RMB,441,,2202,MPTJ,OUT,,,117
MPSH,3,20220104,20211229,OUT,ACE,8000,,111-06-13N 24V,30,RMB,103,,1301,MPTJ,OUT,,,118
MPSH,3,20220104,20211229,OUT,ACE,8000,,111-08-13N 24V,40,RMB,97,,1301,MPTJ,OUT,瑞一五金,9099,119
MPSH,3,20220104,20211229,OUT,ACE,8000,,111-10-13N 24V,10,RMB,142,,1301,MPTJ,OUT,,,120
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-065ARN-20BHA-35BHA,50,RMB,118,,2202,MPTJ,OUT,莆田华睿,1090,121
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-080ARN-35BHA-35BHA,50,RMB,155,,2202,MPTJ,OUT,莆田庆川,1090,122
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-065ARN-25BHA-32BKA,20,RMB,114,,2202,MPTJ,OUT,宁波海天,1010,123
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-040ARN-10BHA-14BHA,10,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,124
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-040ARN-14BHA-14BHA,20,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,125
MPSH,3,20220104,20211228,OUT,BITPASS,8000,121461700,SFC-040SA2-14B-14B,300,RMB,53,,2301,MPTJ,OUT,苏州赛腾,1590,126
MPSH,3,20220104,20211229,OUT,ACE,8000,121733000,SFC-060DA2-20B-25B,45,RMB,238,,2301,MPTJ,OUT,青岛高测,1010,127
MPSH,3,20220104,20211229,OUT,ACE,8000,,SFC-050SA2-15B-19K,2,RMB,133,,2301,MPTJ,OUT,青岛高测,1010,128
MPSH,3,20220104,20211229,OUT,ACE,8000,126390500,SFC-060DA2-25B-35B,1,RMB,305,,2301,MPTJ,OUT,,,129
MPSH,3,20220104,20211229,OUT,ACE,8000,122997300,SFC-080DA2-20B-22B,6,RMB,263,,2301,MPTJ,OUT,廊坊福玛特,1990,130
MPSH,3,20220104,20211229,OUT,ACE,8000,,SFC-020DA2-6B-9K,3,RMB,118,,2301,MPTJ,OUT,,,131
MPSH,3,20220104,20211229,OUT,ACE,8000,123432700,CS-10-31G 24V R20DIN A20DIN,4,RMB,456,,1301,MPTJ,OUT,,,132
MPSH,3,20220104,20211229,OUT,ACE,8000,121391800,SFC-010DA2-6B-8B,8,RMB,110,,2301,MPTJ,OUT,,,133
MPSH,3,20220104,20211229,OUT,ACE,8000,121922500,SFC-060DA2-16B-24B,1,RMB,305,,2301,MPTJ,OUT,,,134
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-055ARN-17BHA-22BHA,4,RMB,106,,2202,MPTJ,OUT,,,135
MPSH,3,20220104,20211229,OUT,ACE,8000,121817600,SFC-035DA2-12B-16B,17,RMB,141,,2301,MPTJ,OUT,,,136
MPSH,3,20220104,20211229,OUT,ACE,8000,122565700,SFC-060SA2-18B-16BC,40,RMB,308,,2301,MPTJ,OUT,,,137
MPSH,3,20220104,20211229,OUT,BITPASS,8000,,ALS-030ARN-12BHA-14BHA,200,RMB,42,,2202,MPTJ,OUT,苏州迈为,1190,138
MPSH,3,20220104,20211229,OUT,BITPASS,8000,,ALS-040ARN-T013,30,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,139
MPSH,3,20220104,20211229,OUT,BITPASS,8000,,ALS-040ARN-T014,30,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,140
MPSH,3,20220104,20211231,OUT,YONGFUWANG-SHENZHENG,8000,121851500,SFC-050SA2-16B-22B,1,RMB,192,,2301,MPTJ,OUT,裕尚,9099,141
MPSH,3,20220104,20211222,OUT,ACE,8000,,SFC-050SA2-T081,100,RMB,100,,2301,MPTJ,OUT,西安北村,1010,142
MPSH,3,20220104,20211222,OUT,ACE,8000,,ALS-055ARN-22BHA-28BHA,10,RMB,106,,2202,MPTJ,OUT,,,143
MPSH,3,20220104,20211222,OUT,ACE,8000,,ALS-065ARN-35BHA-35BHA,22,RMB,114,,2202,MPTJ,OUT,宁波海天,1010,144
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-055ARN-20BHA-24BHA,8,RMB,99,,2202,MPTJ,OUT,宁波海天,1010,145
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-055ARN-20BHA-24BHA,30,RMB,99,,2202,MPTJ,OUT,宁波海天,1010,146
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-065ARN-24BHA-25BHA,192,RMB,114,,2202,MPTJ,OUT,宁波海天,1010,147
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-065ARN-35BHA-38BHA,1,RMB,143,,2202,MPTJ,OUT,宁波海天,1010,148
MPSH,3,20220104,20211229,OUT,ACE,8000,121505100,SFC-050DA2-19B-20B,1,RMB,214,,2301,MPTJ,OUT,青岛高测,1010,149
MPSH,3,20220104,20211229,OUT,ACE,8000,121673700,SFC-050SA2-15B-20B,4,RMB,167,,2301,MPTJ,OUT,,,150
MPSH,3,20220104,20211229,OUT,ACE,8000,121945500,SFC-050DA2-15B-18B,2,RMB,225,,2301,MPTJ,OUT,,,151
MPSH,3,20220104,20211229,OUT,ACE,8000,123007700,SFC-080SA2-28B-35B,15,RMB,285,,2301,MPTJ,OUT,,,152
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-055ARN-22BHA-24BHA,50,RMB,106,,2202,MPTJ,OUT,,,153
MPSH,3,20220104,20211229,OUT,ACE,8000,,ALS-055ARN-22BHA-22BHA,100,RMB,106,,2202,MPTJ,OUT,,,154
MPSH,3,20220104,20211229,OUT,BITPASS,8000,122998700,SFC-080DA2-22B-32B,10,RMB,333,,2301,MPTJ,OUT,上海东富龙,1820,155
MPSH,3,20220104,20220105,OUT,ACE,8000,,ALS-065ARN-32BKA-35BHA,5,RMB,143,,2202,MPTJ,OUT,宁波海天,1010,156
MPSH,3,20220104,20211229,OUT,ACE,8000,121391800,SFC-010DA2-6B-8B,2,RMB,110,,2301,MPTJ,OUT,,,157
MPSH,3,20220104,20220105,OUT,ACE,8000,,ALS-080ARN-35BHA-38BKA,2,RMB,227,,2202,MPTJ,OUT,,,158
MPSH,3,20220104,20211230,OUT,BITPASS,8000,121875800,SFC-060DA2-18B-20B,6,RMB,159,,2301,MPTJ,OUT,上海联泰,1190,159
MPSH,3,20220104,20211231,OUT,BITPASS,8000,121727700,SFC-035SA2-8B-14B,20,RMB,48,,2301,MPTJ,OUT,昆山杰士德,1190,160
MPSH,3,20220104,20211231,OUT,NICHIDEN,8000,121436900,SFC-030SA2-8B-8B,1,RMB,113,,2301,MPTJ,OUT,TOWA半导体,1190,161
MPSH,3,20220104,20220105,OUT,ACE,8000,122769000,ALS-055-R,27,RMB,84,,2202,MPTJ,OUT,,,162
MPSH,3,20220104,20220105,OUT,ACE,8000,,ALS-080ARN-35BHA-40BHA,20,RMB,227,,2202,MPTJ,OUT,,,163
MPSH,3,20220104,20220105,OUT,ACE,8000,,ALS-080ARN-38BHA-40BHA,10,RMB,227,,2202,MPTJ,OUT,,,164
MPSH,3,20220104,20211229,OUT,BITPASS,8000,,SFC-050DA2-19B-30B,150,RMB,101,,2301,MPTJ,OUT,苏州赛腾,1590,165
MPSH,3,20220104,20211229,OUT,BITPASS,8000,121609100,SFC-060SA2-17B-22B,40,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,166
MPSH,3,20220104,20211231,OUT,BITPASS,8000,121478200,SFC-040DA2-12B-19B,30,RMB,73,,2301,MPTJ,OUT,昆山杰士德,1190,167
MPSH,3,20220104,20211229,OUT,BITPASS,8000,129361900,SFC-025DA2-9.525B-10B,15,RMB,60,,2301,MPTJ,OUT,上海联泰,1190,168
MPSH,3,20220104,20220104,OUT,RUJIANG-SHENZHENG,8000,121722200,SFC-040SA2-12B-19B,99,RMB,53,,2301,MPTJ,OUT,东莞科隆威,1190,169
MPSH,3,20220104,20220104,OUT,RUJIANG-SHENZHENG,8000,121478200,SFC-040DA2-12B-19B,43,RMB,73,,2301,MPTJ,OUT,东莞科隆威,1190,170
MPSH,3,20220104,20211228,OUT,RUJIANG-SHENZHENG,8000,121304800,SFC-030SA2-5B-11B,4,RMB,43,,2301,MPTJ,OUT,深圳世宗,1190,171
MPSH,3,20220104,20211228,OUT,RUJIANG-SHENZHENG,8000,126036900,SFC-020DA2-10B-11B,1,RMB,58,,2301,MPTJ,OUT,深圳世宗,1190,172
MPSH,3,20220104,20211231,OUT,BITPASS,8000,,SFC-025DA2-11B-14B,8,RMB,60,,2301,MPTJ,OUT,苏州迈为,1190,173
MPSH,3,20220104,20211229,OUT,ACE,8000,121912800,SFC-060SA2-18B-30B,1,RMB,258,,2301,MPTJ,OUT,,,174
MPSH,3,20220104,20211229,OUT,ACE,8000,121931100,SFC-050SA2-14B-24B,2,RMB,167,,2301,MPTJ,OUT,,,175
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-030ABN-10BHA-12BHA,1,RMB,42,,2202,MPTJ,OUT,苏州迈为,1190,176
MPSH,3,20220104,20211231,,ZZYWK,8000,,SFC-050SA2-15.875B-22B,2,RMB,320,,2301,MPTJ,OUT,中冶迈克,1590,177
MPSH,3,20220104,20211230,OUT,BITPASS,8000,121732700,SFC-050DA2-14B-20B,4,RMB,101,,2301,MPTJ,OUT,苏州迈为,1190,178
MPSH,3,20220104,20211230,OUT,BITPASS,8000,121523700,SFC-040DA2-14B-19B,2,RMB,73,,2301,MPTJ,OUT,苏州迈为,1190,179
MPSH,3,20220104,20211231,OUT,BITPASS,8000,125974800,SFC-025DA2-10B-10B,12,RMB,60,,2301,MPTJ,OUT,昆山鸿仕达,1140,180
MPSH,3,20220104,20211230,OUT,BITPASS,8000,121503400,SFC-040DA2-15B-19B,2,RMB,73,,2301,MPTJ,OUT,昆山鸿仕达,1140,181
MPSH,3,20220104,20211230,OUT,BITPASS,8000,125974800,SFC-025DA2-10B-10B,8,RMB,60,,2301,MPTJ,OUT,昆山鸿仕达,1140,182
MPSH,3,20220104,20211230,OUT,TOYO AUTOMATION,8000,121792400,SFC-050SA2-20B-22B,1,RMB,93,,2301,MPTJ,OUT,东佑达,1210,183
